DBA Name,Street Address,Yelp Name,Price Level,Rating,Review Count,Top Yelp Category,Is Closed,Yelp Address,Zipcode,Neighborhood
Mazarine Coffee,720 Market St,Mazarine Coffee,$$,4,791,Coffee & Tea,FALSE,720 Market St,94102,Financial District/South Beach
City Lunch Restaurant,2101 Ingalls St,City Lunch Restaurant,$$,4.5,25,Breakfast & Brunch,FALSE,2101 Ingalls St,94124,
Rintaro,82 14th St,Rintaro,$$$,4,601,Izakaya,FALSE,82 14th St,94103,Mission
Pinhole Coffee,231 Cortland Ave,Pinhole Coffee,$,4.5,184,Coffee & Tea,FALSE,231 Cortland Ave,94110,Bernal Heights
Resolute Drinks,678 Geary St,Resolute,$$,4.5,191,Wine Bars,FALSE,678 Geary St,94102,Tenderloin
Resolute,678 Geary St,Resolute,$$,4.5,191,Wine Bars,FALSE,678 Geary St,94102,Tenderloin
Creighton's Cheese & Fine Food,673 Portola Dr,Creighton's American Bakery,$,3.5,69,Bakeries,FALSE,673 Portola Dr,94127,
Tuyet Mai,547 Hyde St,Tuyet Mai,$,4,266,Vietnamese,FALSE,547 Hyde St,94109,
Perilla Vietnamese Cuisine,836 Irving St,Perilla,$$,4,1273,Vietnamese,FALSE,836 Irving St,94122,
Noc Noc,557 Haight St,Noc Noc,$,4,508,Dive Bars,FALSE,557 Haight St,94117,Hayes Valley
The European,490 Geary St,The European,$$,4,138,Cocktail Bars,FALSE,490 Geary St,94102,
Aveline,490 Geary St,The European,$$,4,138,Cocktail Bars,FALSE,490 Geary St,94102,Tenderloin
Panchos Salsa Bar & Grill,1639 Polk St,Pancho's Salsa Bar & Grill,$,3.5,415,Mexican,FALSE,1639 Polk St,94109,Nob Hill
Esperpento Tapas Restaurant,3295 22nd St,Esperpento,$$,3.5,1310,Spanish,FALSE,3295 22nd St,94110,Mission
Cafe Tiramisu,28 Belden Pl,Cafe Tiramisu,$$,3.5,667,Italian,FALSE,28 Belden Pl,94104,
Swan Oyster Depot,1517 Polk St,Swan Oyster Depot,$$,4,2760,Seafood,FALSE,1517 Polk St,94109,Nob Hill
North Star Cafe,1560 Powell St,Northstar Cafe,$,4,290,Bars,FALSE,1560 Powell St,94133,Chinatown
Freddies Sandwiches,300 Francisco St,Freddie's Sandwiches,$,4.5,478,Sandwiches,FALSE,300 Francisco St,94133,North Beach
Sf Mix,4086 18th St,The Mix,$,3.5,268,Gay Bars,FALSE,4086 18th St,94114,
Barney's Noe Valley,4138 24th St,Barney's Gourmet Hamburgers,$$,3,823,Burgers,FALSE,4138 24th St,94114,Noe Valley
Barneys Marina,4138 24th St,Barney's Gourmet Hamburgers,$$,3,823,Burgers,FALSE,4138 24th St,94114,Noe Valley
Barney's Gourmet Burger,4138 24th St,Barney's Gourmet Hamburgers,$$,3,823,Burgers,FALSE,4138 24th St,94114,Noe Valley
Barneys Hamburger,4138 24th St,Barney's Gourmet Hamburgers,$$,3,823,Burgers,FALSE,4138 24th St,94114,Noe Valley
Barney's Noe Valley Hamburgers,4138 24th St,Barney's Gourmet Hamburgers,$$,3,823,Burgers,FALSE,4138 24th St,94114,Noe Valley
Barney's Marina Hamburgers,3344 Steiner St,Blue Barn Gourmet,$$,3.5,84,Sandwiches,FALSE,3344 Steiner St,94123,Marina
Blue Front Deli & Cafe,1430 Haight St,Blue Front Cafe,$$,4,689,Middle Eastern,FALSE,1430 Haight St,94117,Haight Ashbury
One Market Restaurant,1 Market St,One Market Restaurant,$$$,3.5,1311,American (New),FALSE,1 Market St,94105,Financial District/South Beach
San Francisco Bagel Company,3147 16th St,Katz Bagels,$,3.5,241,Bagels,FALSE,3147 16th St,94103,Mission
Kitaro Japanese Restaurant,5723 Geary Blvd,Kitaro Japanese Restaurant,$$,3.5,1071,Japanese,FALSE,5723 Geary Blvd,94121,Outer Richmond
Osteria,3277 Sacramento St,Osteria,$$,4,258,Italian,TRUE,3277 Sacramento St,94115,Presidio Heights
Manivanh Thai Restaurant,2732 24th St,Manivanh Thai Restaurant,$$,4,240,Thai,FALSE,2732 24th St,94110,Mission
City View Restaurant,662 Commercial St,City View Restaurant,$$,4,1278,Dim Sum,FALSE,662 Commercial St,94111,Chinatown
Miyako Ice Cream,1470 Fillmore St,Miyako Old Fashioned Ice Cream,$,4.5,331,Ice Cream & Frozen Yogurt,FALSE,1470 Fillmore St,94115,Western Addition
Le Central Restaurant,453 Bush St,Le Central,$$$,3.5,357,French,FALSE,453 Bush St,94108,Financial District/South Beach
The Cakemaker,509 Laguna St,The Cakemaker,$$,4.5,281,Custom Cakes,FALSE,509 Laguna St,94102,Hayes Valley
Jim's Restaurant,2420 Mission St,Jim's Restaurant,$,4,188,Breakfast & Brunch,FALSE,2420 Mission St,94110,Mission
El Pollo Supremo,5210 Mission St,El Pollo Supremo,$,4,250,Mexican,FALSE,5210 Mission St,94112,Outer Mission
Fish & Chix Mesquite Grill,5210 Mission St,El Pollo Supremo,$,4,250,Mexican,FALSE,5210 Mission St,94112,Outer Mission
Tans Cafe Iii,155 Francisco St,Tan's Cafe III,$,3,22,Coffee & Tea,FALSE,155 Francisco St,94133,North Beach
Cybelles Front Room,1385 9th Ave,CyBelle's Front Room,$$,4,668,Pizza,FALSE,1385 9th Ave,94122,Inner Sunset
Panda Express,3251 20th Ave,Panda Express,$,3,92,Chinese,FALSE,3251 20th Ave,94132,Lakeshore
Boulevard,1 Mission St,Boulevard,$$$,4,2655,American (New),FALSE,1 Mission St,94105,Financial District/South Beach
S F Convention Facilities,747 Howard St,Moscone Center,No record in Yelp,4,240,Venues & Event Spaces,FALSE,747 Howard St,94103,
Magic Flute,3673 Sacramento St,Magic Flute Ristorante,$$,4,544,Italian,FALSE,3673 Sacramento St,94118,Presidio Heights
Mcdonalds 24th & Mission,2801 Mission St,McDonald's,$,2.5,96,Fast Food,FALSE,2801 Mission St,94110,Mission
Mcdonalds Potrero,302 Potrero Ave,McDonald's,$,2,100,Fast Food,FALSE,302 Potrero Ave,94103,Mission
Sweet Joannas Cafe,101 Howard St,Sweet Joanna's Cafe,$,4,210,Sandwiches,FALSE,101 Howard St,94105,
Amici's East Coast Pizzeria,2200 Lombard St,Amici's East Coast Pizzeria,$$,3,522,Pizza,FALSE,2200 Lombard St,94123,Marina
Rincon Peruano Restaurant,3364 26th St,Rincón Peruano Restaurant,$$,4,90,Peruvian,FALSE,3364 26th St,94110,Mission
Ton Kiang Restaurant Inc,5821 Geary Blvd,Ton Kiang,$$,3.5,1317,Dim Sum,FALSE,5821 Geary Blvd,94121,Outer Richmond
Niji Japanese Grille,50 Post St,Niji Japanese Grille,$,3,124,Japanese,TRUE,50 Post St,94104,Financial District/South Beach
Extreme Pizza,1062 Folsom St,Extreme Pizza - Soma District,$$,3,436,Pizza,FALSE,1062 Folsom St,94103,South of Market
The Saloon,1232 Grant Ave,The Saloon,$,4,462,Jazz & Blues,FALSE,1232 Grant Ave,94133,North Beach
Barbary Coast Pastry & Cafe,55 Cyril Magnin St,Barbary Coast,$,3.5,106,Bakeries,FALSE,55 Cyril Magnin St,94102,
Morton's Of Chicago-Steakhouse,400 Post St,Morton's The Steakhouse,$$$$,3.5,1229,Steakhouses,FALSE,400 Post St,94102,
Mortons The Steakhouse,400 Post St,Morton's The Steakhouse,$$$$,3.5,1229,Steakhouses,FALSE,400 Post St,94102,
Cafe Francisco,2161 Powell St,Cafe Francisco,$,3.5,265,Coffee & Tea,FALSE,2161 Powell St,94133,North Beach
Mais Vietnamese Restaurant,316 Clement St,Mai's Vietnamese Restaurant,$,3.5,311,Vietnamese,FALSE,316 Clement St,94118,
Sakana,605 Post St,Sakana Sushi & Grill,$$,4,654,Sushi Bars,FALSE,605 Post St,94109,Tenderloin
Pluto's Restaurant,3258 Scott St,Pluto's,$$,4,705,American (New),TRUE,3258 Scott St,94123,Marina
Battery Street Coffee Roastery,950 Battery St,Battery Street Coffee Roastery,$,3,99,Sandwiches,FALSE,950 Battery St,94111,Financial District/South Beach
Pachamama,1630 Powell St,Peña Pachamama,$$,4,451,Live/Raw Food,FALSE,1630 Powell St,94133,Chinatown
Roxanne Cafe,570 Powell St,Roxanne Cafe,$$,3.5,540,Italian,FALSE,570 Powell St,94108,Financial District/South Beach
Cafe Cesario,601 Sutter St,Cesario's,$$,3.5,380,Italian,FALSE,601 Sutter St,94102,Nob Hill
Piraat Pizzeria,696 Sutter St,Piraat Pizzeria & Rotisserie,$$,3,335,Pizza,FALSE,696 Sutter St,94102,Nob Hill
Sutter Pub,700 Sutter St,Sutter Pub & Restaurant,$$,3.5,292,Breakfast & Brunch,FALSE,700 Sutter St,94109,Nob Hill
Last Drop Tavern,550 Powell St,Last Drop Tavern,$$,4,415,Bars,FALSE,550 Powell St,94108,
B & J 1/4lb Burger,6202 3rd St,B & J 1/4 Lb Burgers,$,4,60,Burgers,FALSE,6202 3rd St,94124,Bayview Hunters Point
Thirsty Bear Brewing Company,661 Howard St,Thirsty Bear Brewing Company,$$,3.5,1916,Venues & Event Spaces,FALSE,661 Howard St,94105,Financial District/South Beach
Puerto Alegre Restaurant #1,546 Valencia St,Puerto Alegre,$$,4,1077,Mexican,FALSE,546 Valencia St,94110,Mission
Central Coffee Tea & Spice,1696 Hayes St,Central Coffee Tea & Spice,$,4.5,311,Cafes,FALSE,1696 Hayes St,94117,Lone Mountain/USF
Caffe Union,1830 Union St,Caffe Union,$$,3.5,210,Breakfast & Brunch,FALSE,1830 Union St,94123,Marina
Taqueria El Buen Sabor,699 Valencia St,Taqueria El Buen Sabor,$,4,602,Mexican,FALSE,699 Valencia St,94110,Mission
Taqueria El Buen Sabor #2,98 Leland Ave,Taqueria El Buen Sabor no 2,$,4,29,Mexican,FALSE,98 Leland Ave,94112,Visitacion Valley
Piperade Restaurant,1015 Battery St,Piperade,$$$,4,871,Basque,FALSE,1015 Battery St,94111,Financial District/South Beach
Alegrias Food From Spain,2018 Lombard St,Alegrias,$$,4,772,Spanish,FALSE,2018 Lombard St,94123,Marina
Kate's Kitchen,471 Haight St,Kate's Kitchen,$$,3.5,841,Breakfast & Brunch,FALSE,471 Haight St,94117,Hayes Valley
Cable Car Corner,1099 Powell St,Cable Car Corner,$,2.5,5,Sandwiches,FALSE,1099 Powell St,94108,Nob Hill
Sushi Hunter,1701 Powell St,Noren Izakaya,$$$,4.5,49,Izakaya,FALSE,1701 Powell St,94133,Chinatown
Sandwich Place The,2029 Mission St,The Sandwich Place,$,4.5,278,Sandwiches,FALSE,2029 Mission St,94110,Mission
Beach Chalet The,1000 Great Hwy,The Beach Chalet Brewery & Restaurant,$$,3,2800,Breweries,FALSE,1000 Great Hwy,94121,Golden Gate Park
The Beach Chalet Brewery &Rest,1000 Great Hwy,Park Chalet Coastal Beer Garden,$$,3,1312,Breweries,FALSE,1000 Great Hwy,94121,Golden Gate Park
Jim Georgie's Donut,2799 16th St,Jim Georgie's Donuts,$,3.5,23,Donuts,FALSE,2799 16th St,94103,Mission
Thep Phanom Restaurant,400 Waller St,Thep Phanom Thai Restaurant,$$,3.5,432,Thai,TRUE,400 Waller St,94117,
Ace Wasabis Rock N Roll Sushi,3339 Steiner St,Ace Wasabi Rock-N-Roll Sushi,$$,4,925,Sushi Bars,FALSE,3339 Steiner St,94123,Marina
Sears Fine Food,439 Powell St,Sears Fine Food,$$,3.5,1967,American (Traditional),FALSE,439 Powell St,94102,
Lori's Diner,500 Sutter St,Lori's Diner,$$,3,987,Diners,FALSE,500 Sutter St,94102,
Golden Gate Grill,449 Powell St,Golden Gate Grill,$$,3,102,American (New),FALSE,449 Powell St,94102,Nob Hill
Harvey's,500 Castro St,Harvey's,$$,3.5,795,American (Traditional),FALSE,500 Castro St,94114,Castro/Upper Market
Balboa Cafe,3199 Fillmore St,Balboa Cafe,$$,3.5,601,Bars,FALSE,3199 Fillmore St,94123,
Ming's Diner,2129 Taraval St,Ming's Diner,$,3.5,192,Chinese,FALSE,2129 Taraval St,94116,Sunset/Parkside
Hawaii West,729 Vallejo St,Hawaii West,$,3.5,77,Dive Bars,FALSE,729 Vallejo St,94133,Chinatown
Chelsea Place,641 Bush St,Chelsea Place,$,3.5,164,Dive Bars,FALSE,641 Bush St,94108,Financial District/South Beach
Wing Hing Restaurant,2550 San Bruno Ave,Wing Hing,$,3.5,94,Chinese,FALSE,2550 San Bruno Ave,94134,Portola
Marcello's Pizza,420 Castro St,Marcello's Pizza,$,4,708,Pizza,FALSE,420 Castro St,94114,Castro/Upper Market
Christopher's Catering,1643 Jerrold Ave,Christophers Fine Catering,No record in Yelp,5,20,Caterers,FALSE,1643 Jerrold Ave,94124,Bayview Hunters Point
Zuni Cafe,1658 Market St,Zuni Café,$$$,4,2737,Italian,FALSE,1658 Market St,94102,Hayes Valley
Peking Restaurant,1375 Noriega St,Peking Restaurant,$,3.5,157,Chinese,FALSE,1375 Noriega St,94122,Sunset/Parkside
La Vie Vietnamese Restaurant,5830 Geary Blvd,La Vie Vietnamese Restaurant,$$,3.5,296,Vietnamese,TRUE,5830 Geary Blvd,94121,Outer Richmond
Imperial Garden Seafood Rest,2626 San Bruno Ave,Imperial Garden Seafood Restaurant,$$,2.5,196,Dim Sum,FALSE,2626 San Bruno Ave,94134,Portola
Benihana Of Tokyo,1737 Post St,Benihana,$$$,2.5,1289,Teppanyaki,FALSE,1737 Post St,94115,Japantown
Chavita's Mexican Restaurant,3006 Mission St,Chavitas,$,3.5,51,Mexican,FALSE,3006 Mission St,94110,Mission
Eliza's Restaurant,2877 California St,Eliza's,$$,3.5,552,Chinese,FALSE,2877 California St,94115,Pacific Heights
La Roccas Corner,957 Columbus Ave,La Rocca's Corner,$,4,113,Dive Bars,FALSE,957 Columbus Ave,94133,Russian Hill
La Oficina Bar,4234 Mission St,La Oficina,$,5,1,Bars,TRUE,4234 Mission St,94112,
Cove Cafe,434 Castro St,The Cove on Castro Cafe,$$,3.5,287,American (Traditional),FALSE,434 Castro St,94114,Castro/Upper Market
Cove The,434 Castro St,The Cove on Castro Cafe,$$,3.5,287,American (Traditional),FALSE,434 Castro St,94114,Castro/Upper Market
Golden Chariot Bakery & Rest,3308 Balboa St,Golden Chariot Bakery & Restaurant,$,3.5,90,Chinese,FALSE,3308 Balboa St,94121,Outer Richmond
Drumm Liquor Deli,15 Drumm St,Drumm Liquor & Deli,$,3,64,"Beer, Wine & Spirits",FALSE,15 Drumm St,94111,
Oasis Grill,91 Drumm St,Oasis Grill,$$,4,1242,Mediterranean,FALSE,91 Drumm St,94111,Financial District/South Beach
Plouf,40 Belden Pl,Plouf,$$,3.5,1085,Seafood,TRUE,40 Belden Pl,94104,
Cafe Coco,4201 Geary Blvd,Cafe Coco,$,3.5,139,Cafes,FALSE,4201 Geary Blvd,94118,Inner Richmond
Dalva,3121 16th St,Dalva,$$,4,479,Cocktail Bars,FALSE,3121 16th St,94103,Mission
Schubert's Bakery,521 Clement St,Schubert's Bakery,$$,4.5,1664,Bakeries,FALSE,521 Clement St,94118,Inner Richmond
Skylark,3089 16th St,Skylark,$,3.5,459,Dance Clubs,FALSE,3089 16th St,94103,
Mission Minis,3168 22nd St,Mission Minis,$,3.5,518,Bakeries,FALSE,3168 22nd St,94110,Mission
Han Bat Korean Restaurant,2001 Taraval St,Shin Toe Bul Yi,$$,4,606,Korean,FALSE,2001 Taraval St,94116,Sunset/Parkside
Gordo Taqueria #6,5450 Geary Blvd,Gordo Taqueria,$,3,481,Mexican,FALSE,5450 Geary Blvd,94121,Outer Richmond
El Faro,2399 Folsom St,El Faro,$,3,142,Mexican,FALSE,2399 Folsom St,94110,Mission
Oz,508 Castro St,Oz Pizza,$,3.5,195,Pizza,FALSE,508 Castro St,94114,
Eagles Drift In Lounge,1232 Noriega St,OneUp,$,4,45,Pool Halls,FALSE,1232 Noriega St,94122,
Kirimachi,3 Embarcadero Ctr,Kirimachi Ramen,$$,3.5,408,Ramen,FALSE,3 Embarcadero Ctr,94111,
Odang Udon,428 11th St,SoMa StrEat Food Park,$$,4.5,874,Food Trucks,FALSE,428 11th St,94103,Mission
Bonita Taqueria Y Rotisserie,2257 Chestnut St,Bonita Taqueria Y Rotisserie,$$,3.5,295,Mexican,FALSE,2257 Chestnut St,94123,
Round Table Pizza,4523 Mission St,Round Table Pizza,$$,2.5,67,Pizza,FALSE,4523 Mission St,94112,
Jaxson,3231 Fillmore St,Jaxson,$$,3,117,Dive Bars,FALSE,3231 Fillmore St,94123,Marina
The City Taqueria,1836 Divisadero St,The City Taqueria,$,3.5,313,Mexican,FALSE,1836 Divisadero St,94115,Pacific Heights
Little Sheep Mongolian Hot Pot,405 Mason St,Little Sheep Mongolian Hot Pot,$$,4,589,Mongolian,FALSE,405 Mason St,94102,Tenderloin
Orenchi,174 Valencia St,Orenchi Beyond,$$,4,637,Ramen,FALSE,174 Valencia St,94103,Mission
Tazaki Sushi,3420 Judah St,Tazaki Sushi,$$,3.5,558,Sushi Bars,FALSE,3420 Judah St,94122,
Lale,731 Irving St,LaLe,$$,4,451,Breakfast & Brunch,FALSE,731 Irving St,94122,
L & G Vietnamese Sandwich,602 Eddy St,L&G Vietnamese Sandwich,$,4.5,165,Vietnamese,FALSE,602 Eddy St,94109,
Sixth Course,1544 15th St,Sixth Course,$$,4.5,369,Desserts,FALSE,1544 15th St,94103,Mission
Mythic Pizza,551 Haight St,Mythic Pizza,$,3,419,Pizza,FALSE,551 Haight St,94117,
Arashi Sushi House,4724 Geary Blvd,Arashi Sushi,$$,4,452,Sushi Bars,FALSE,4724 Geary Blvd,94118,Inner Richmond
Whitechapel,600 Polk St,Whitechapel SF,$$,4,458,American (New),FALSE,600 Polk St,94102,Tenderloin
1428 Haight,1428 Haight St,1428 HAIGHT Patio Cafe & Crepery,$$,4,371,American (Traditional),FALSE,1428 Haight St,94117,
Buffalo Kitchen,107 Leland Ave,Buffalo Kitchen,$,3.5,58,Dim Sum,FALSE,107 Leland Ave,94134,
Stookey's Club Moderne,895 Bush St,Stookey's Club Moderne,$$,4.5,169,Cocktail Bars,FALSE,895 Bush St,94108,Nob Hill
Nara,518 Haight St,Nara Restaurant & Sake Bar,$$,4.5,1024,Japanese,FALSE,518 Haight St,94117,
Saigon Sandwiches,560 Larkin St,Saigon Sandwich,$,4.5,3237,Vietnamese,FALSE,560 Larkin St,94102,
Notes From Underground Cafe,2399 Van Ness Ave,Notes From Underground,$,4,101,Coffee & Tea,FALSE,2399 Van Ness Ave,94109,
Kingdom Of Dumpling,1713 Taraval St,Kingdom of Dumpling,$,3.5,2068,Dim Sum,FALSE,1713 Taraval St,94116,
Ramen Underground,356 Kearny St,Ramen Underground,$$,3,695,Ramen,FALSE,356 Kearny St,94108,
Jackalope,1092 Post St,Jackalope,$$,4,106,Sports Bars,FALSE,1092 Post St,94109,
Stookey's,895 Bush St,Stookey's Club Moderne,$$,4.5,169,Cocktail Bars,FALSE,895 Bush St,94108,Nob Hill
Club Moderne,895 Bush St,Stookey's Club Moderne,$$,4.5,169,Cocktail Bars,FALSE,895 Bush St,94108,Nob Hill
Kazan,2809 24th St,Kazan,$$,4,401,Japanese,FALSE,2809 24th St,94110,
Grandma's Saloon,1016 Taraval St,Grandma's Saloon,$,3.5,64,Pubs,FALSE,1016 Taraval St,94116,
Project Juice,790 Valencia St,Project Juice,$$,4,155,Juice Bars & Smoothies,FALSE,790 Valencia St,94110,
Brenda's Meat & Three,919 Divisadero St,Brenda's Meat & Three,$$,4,1078,Breakfast & Brunch,FALSE,919 Divisadero St,94115,
Caffe Central,530 Parnassus Ave,Caffe Central,$$,4,27,Coffee & Tea,FALSE,530 Parnassus Ave,94143,
Oz Pizza,508 Castro St,Oz Pizza,$,3.5,195,Pizza,FALSE,508 Castro St,94114,
Marlowe,500 Brannan St,Marlowe,$$,4,2708,American (New),FALSE,500 Brannan St,94107,
Mugizo,1581 Webster St,Udon Mugizo,$$,4,809,Japanese,FALSE,1581 Webster St,94115,
Hoffmann's Grill & Rotisserie,1000 Guerrero St,Hoffmann's Grill & Rotisserie,$$,4.5,202,American (New),TRUE,1000 Guerrero St,94110,
Omakase,665 Townsend St,Omakase,$$$$,4.5,457,Sushi Bars,FALSE,665 Townsend St,94103,Mission Bay
The Masonic Auditorium,1111 California St,The Masonic,No record in Yelp,3.5,376,Venues & Event Spaces,FALSE,1111 California St,94108,Nob Hill
Yuzuki Japanese Eatery,598 Guerrero St,Yuzuki Japanese Eatery,$$$,3.5,385,Japanese,TRUE,598 Guerrero St,94110,
Little Skillet,360 Ritch St,Little Skillet,$$,3.5,1987,Soul Food,FALSE,360 Ritch St,94107,South of Market
Azalina's,1355 Market St,Azalina's,$$,4,327,Malaysian,FALSE,1355 Market St,94127,
Aster,1001 Guerrero St,Aster,$$$$,4,389,American (New),TRUE,1001 Guerrero St,94110,
Golden Gate Tap Room & Grill,449 Powell St,Golden Gate Tap Room,$$,3.5,953,Sports Bars,FALSE,449 Powell St,94102,Nob Hill
Pianofight,144 Taylor St,PianoFight,$$,4.5,197,Bars,FALSE,144 Taylor St,94102,Tenderloin
King Lee's Chinese Restaurant,1426 Fillmore St,King Lee's Chinese Restaurant,$,3,139,Chinese,FALSE,1426 Fillmore St,94115,Western Addition
Aracely Restaurant,401 13th St,Aracely Cafe,$$,4,246,American (New),FALSE,401 13th St,94130,
Wing Lee Bbq Restaurant,501 Clement St,Wing Lee,$,3.5,98,Chinese,FALSE,501 Clement St,94118,
Trestle,531 Jackson St,Trestle,$$$,4.5,859,American (New),FALSE,531 Jackson St,94133,
Underground Grill Kings,2543 Noriega St,Underground Grill King,$,4,74,Karaoke,FALSE,2543 Noriega St,94122,
Dragon Beaux,5700 Geary Blvd,Dragon Beaux,$$,4,1529,Dim Sum,FALSE,5700 Geary Blvd,94121,
Red Door Coffee,111 Minna St,Red Door Coffee,$$,4,140,Coffee & Tea,FALSE,111 Minna St,94105,
Emanuel Coffee,488 Haight St,Emanuel Coffee,$,4.5,120,Salvadoran,TRUE,488 Haight St,94117,
Silver Cloud,1994 Lombard St,Silver Cloud Restaurant and Karaoke Bar,$$,3,290,Karaoke,FALSE,1994 Lombard St,94123,
Slurp Noodle Bar,469 Castro St,Slurp Noodle Bar,$$,3.5,438,Asian Fusion,FALSE,469 Castro St,94114,Castro/Upper Market
Pancho's Mexican Grill,3440 Geary Blvd,Pancho's Salsa Bar & Grill,$,3,437,Mexican,FALSE,3440 Geary Blvd,94118,Presidio Heights
Pancho's Salsa Bar & Grill,3440 Geary Blvd,Pancho's Salsa Bar & Grill,$,3,437,Mexican,FALSE,3440 Geary Blvd,94118,Presidio Heights
One Up,1232 Noriega St,OneUp,$,4,45,Pool Halls,FALSE,1232 Noriega St,94122,
Home Cafe,1222 Noriega St,Home,$,4.5,1096,Coffee & Tea,FALSE,1222 Noriega St,94122,
Nameless Milktea & Coffee,981 Geneva Ave,Nameless Tea & Coffee,$,3.5,71,Coffee & Tea,FALSE,981 Geneva Ave,94112,Excelsior
Urban Remedy,1957 Union St,Urban Remedy,$$,4.5,94,Organic Stores,FALSE,1957 Union St,94123,
Cockscomb,564 4th St,Cockscomb,$$$,4,1238,Bars,FALSE,564 4th St,94107,South of Market
Tao Sushi,4808 Mission St,Tao Sushi,$$$,3.5,496,Japanese,FALSE,4808 Mission St,94112,
Sams Grill & Seafood Restaurant,374 Bush St,Sam's Grill & Seafood Restaurant,$$$,3.5,388,Seafood,FALSE,374 Bush St,94104,
Stem Kitchen And Garden,499 Illinois St,Stem Kitchen & Garden,$$,3.5,387,American (New),FALSE,499 Illinois St,94158,Mission Bay
My Tofu House,4627 Geary Blvd,My Tofu House,$$,4,1651,Korean,FALSE,4627 Geary Blvd,94118,
24th Street Bar,3336 24th St,24th Street Bar,$$,4.5,85,Cocktail Bars,FALSE,3336 24th St,94110,Mission
Bond,3079 16th St,Bond Bar,$$,4,216,Cocktail Bars,FALSE,3079 16th St,94103,
Sammy's Cafe,1416 Bush St,Sammy's Cafe,$,4,91,Cafes,FALSE,1416 Bush St,94109,
Blue Bottle Coffee,115 Sansome St,Blue Bottle Coffee,$$,4,355,Coffee & Tea,FALSE,115 Sansome St,94104,
Lord Stanley,2065 Polk St,Lord Stanley,$$$,4,269,Modern European,FALSE,2065 Polk St,94109,
Burmese Kitchen,3815 Geary Blvd,Burmese Kitchen,$$,4,282,Burmese,FALSE,3815 Geary Blvd,94118,
Moshi Moshi,2092 3rd St,Moshi Moshi,$$,3.5,681,Sushi Bars,FALSE,2092 3rd St,94107,Potrero Hill
Tofu Village,1920 Irving St,Szechuan Cuisine,$$,4,335,Szechuan,FALSE,1920 Irving St,94122,Sunset/Parkside
Spicy Queen,3809 Geary Blvd,Spicy Queen,$$,3.5,142,Hot Pot,TRUE,3809 Geary Blvd,94118,
Village Pizzeria,1 Clement St,Village Pizzeria,$$,3.5,237,Pizza,FALSE,1 Clement St,94118,
Wild Flower Cafe,411 Sansome St,Wildflower Cafe,$,3.5,277,Buffets,FALSE,411 Sansome St,94111,
Hashiri,4 Mint Plz,Hashiri,$$$$,4.5,102,Japanese,FALSE,4 Mint Plz,94103,South of Market
Arsicault Bakery,397 Arguello Blvd,Arsicault Bakery,$$,4.5,1152,Bakeries,FALSE,397 Arguello Blvd,94118,
Spinnerie,1401 Polk St,Spinnerie,$$,3.5,473,American (Traditional),FALSE,1401 Polk St,94109,
I Pot,1420 Irving St,IPOT,$$,4,1003,Chinese,FALSE,1420 Irving St,94122,Inner Sunset
Californios,3115 22nd St,Californios,$$$$,4.5,287,Mexican,FALSE,3115 22nd St,94110,
House Rules,2227 Polk St,House Rules,$$,4,69,Sports Bars,FALSE,2227 Polk St,94109,
The Flying Falafel,1051 Market St,The Flying Falafel,$,4.5,893,Falafel,FALSE,1051 Market St,94103,South of Market
Crazy Pepper,2257 San Jose Ave,Crazy Pepper,$,3.5,418,Chinese,FALSE,2257 San Jose Ave,94112,
Lou's Cafe,1508 Taraval St,Lou's Cafe,$,4.5,318,Breakfast & Brunch,FALSE,1508 Taraval St,94116,
Pupuseria Metapan,4769 Mission St,Pupuseria Metapan,$,3.5,86,Salvadoran,FALSE,4769 Mission St,94112,
Liholiho Yacht Club,871 Sutter St,Liholiho Yacht Club,$$$,4.5,2363,Bars,FALSE,871 Sutter St,94109,Nob Hill
Hillside Supper Club,300 Precita Ave,Hillside Supper Club,$$,4,381,American (New),FALSE,300 Precita Ave,94110,
Belle Cora,565 Green St,Belle Cora,$$,4.5,71,Comfort Food,FALSE,565 Green St,94133,
Spaghetti Bros.,3213 Scott St,Maybeck's,$$$,4,304,American (New),FALSE,3213 Scott St,94123,Marina
Spaghetti Brothers,3213 Scott St,Maybeck's,$$$,4,304,American (New),FALSE,3213 Scott St,94123,Marina
Myriad,2491 Mission St,Myriad Gastropub,$$,4.5,606,Gastropubs,FALSE,2491 Mission St,94110,
