DBA Name,Street Address,Yelp Name,Price Level,Rating,Review Count,Top Yelp Category,Is Closed,Yelp Address,Zipcode,Neighborhood
Blue Bottle Coffee,628 California St,Blue Bottle Coffee,$$,4,35,Coffee & Tea,FALSE,628 California St,94109,Chinatown
Mcdonald's,1100 Fillmore St,McDonald's,$,2,177,Fast Food,FALSE,1100 Fillmore St,94115,
Mcdonald's,609 Market St,McDonald's,$,2,201,Fast Food,FALSE,609 Market St,94105,
Anina,482 Hayes St,Anina,$$,4,135,Cocktail Bars,FALSE,482 Hayes St,94102,
Lin's Kitchen,337 Jones St,Lin's Kitchen,$$,3.5,70,Chinese,FALSE,337 Jones St,94102,Tenderloin
Flore,2298 Market St,Flore,$$,3.5,1137,Breakfast & Brunch,FALSE,2298 Market St,94114,
Tato,4608 3rd St,Tato,$$,4.5,80,Mexican,FALSE,4608 3rd St,94124,Bayview Hunters Point
Olea Restaurant,1494 California St,Olea,$$,4,919,American (New),FALSE,1494 California St,94109,
Mr. T Cafe,4689 Mission St,Mr. T Cafe,$,4,245,Coffee & Tea,FALSE,4689 Mission St,94112,
Hawaiian Drive Inn #28,4827 Mission St,Hawaiian Drive Inn,$,4,360,Hawaiian,FALSE,4827 Mission St,94112,Excelsior
El Azteca Taqueria,5298 3rd St,El Azteca Taqueria,$,3.5,84,Mexican,FALSE,5298 3rd St,94124,
Beard Papa's,99 Yerba Buena Ln,Beard Papa's,$,4,1035,Bakeries,FALSE,99 Yerba Buena Ln,94103,
Panzon,53 Stevenson St,Panzon,$$,4,101,Mexican,FALSE,53 Stevenson St,94105,Financial District/South Beach
Home Cafe,2018 Clement St,Home,$$,4.5,591,Coffee & Tea,FALSE,2018 Clement St,94121,
Reina's Restaurant,5479 Mission St,Reinas Restaurant,$,3.5,132,Salvadoran,FALSE,5479 Mission St,94112,
Beanstalk - Inner Richmond,4555 California St,Beanstalk Café - Inner Richmond,$$,4,61,Cafes,FALSE,4555 California St,94118,
Chefs Work In The Truck,428 11th St,SoMa StrEat Food Park,$$,4.5,874,Food Trucks,FALSE,428 11th St,94103,Mission
Punch Line San Francisco,444 Battery St,Punch Line,$$,3.5,737,Comedy Clubs,FALSE,444 Battery St,94111,
Kui Shin Bo #2,1424 Lombard St,Kui Shin Bo,$$,4,145,Sushi Bars,FALSE,1424 Lombard St,94123,
Sunflower Garden Restaurant,1368 9th Ave,Sunflower Garden,$$,4,160,Vietnamese,FALSE,1368 9th Ave,94122,Inner Sunset
Om Indian Cuisine,1668 Haight St,Om Indian Cuisine,$$,4,290,Indian,FALSE,1668 Haight St,94117,
Tiffany's Cafe,3801 3rd St,Tiffanys Cafe,$,3.5,51,Burgers,FALSE,3801 3rd St,94124,
Woods Outbound,4045 Judah St,Woods Outbound,$$,4,60,Breweries,FALSE,4045 Judah St,94122,
Brown Sugar Factory,525 Valencia St,RAW Sugar Factory,$$,4,509,Breakfast & Brunch,FALSE,525 Valencia St,94110,Mission
Mealmade,2011 Mission St,Kitava,$$,4.5,375,Gluten-Free,FALSE,2011 Mission St,94110,
Original Buffalo Wings,2499 Lombard St,Original Buffalo Wings,$$,3,500,Chicken Wings,FALSE,2499 Lombard St,94123,Marina
Sabor De San Miguel,3263 Mission St,Sabor de San Miguel,$$,4,127,Latin American,FALSE,3263 Mission St,94110,
The Douglas Room,345 Taylor St,The Douglas Room,$$,4.5,91,Cocktail Bars,FALSE,345 Taylor St,94102,
New Moon Restaurant,1247 Stockton St,New Moon,$,3.5,47,Dim Sum,FALSE,1247 Stockton St,94133,
Hook Fish Company,4542 Irving St,Hook Fish,$$,4.5,473,Seafood,FALSE,4542 Irving St,94122,Sunset/Parkside
Rt Rotisserie,101 Oak St,RT Rotisserie,$$,4,410,Salad,FALSE,101 Oak St,94102,Hayes Valley
Bluestone Lane,685 Market St,Bluestone Lane,$$,3.5,96,Coffee & Tea,FALSE,685 Market St,94103,
Namu Stonepot,553 Divisadero St,Namu Stonepot,$$,3.5,230,Korean,FALSE,553 Divisadero St,94117,
Hollow Cow,1875 Union St,Hollow Cow,$$,3.5,205,Bars,TRUE,1875 Union St,94123,
Trademark,1123 Folsom St,Trademark,$$,4,242,Gastropubs,FALSE,1123 Folsom St,94103,
Lovejoy's Tea Room,1351 Church St,Lovejoy's Tea Room,$$,4.5,1193,British,FALSE,1351 Church St,94131,
Jiffy Dog,2175 Market St,Jiffy Dog,$,4,8,Hot Dogs,TRUE,2175 Market St,94114,
Kahnfections,3321 20th St,Kahnfections,$$,4.5,93,Bakeries,FALSE,3321 20th St,94110,
Bella 3848,3848 Geary Blvd,Osteria Bella,$$,4.5,95,Italian,FALSE,3848 Geary Blvd,94118,
Pesce E Riso Restaurant,1224 Grant Ave,Pesce e Riso,$$,4,137,Japanese,FALSE,1224 Grant Ave,94109,
Jiangnan Cuisine,3420 Balboa St,Jiangnan Cuisine,$$,4.5,215,Shanghainese,FALSE,3420 Balboa St,94121,
Bar Via,138 King St,Bar VIA,$$,4,39,Bars,FALSE,138 King St,94107,Mission Bay
The Pork Exchange,807 Ellis St,The Pork Exchange,$,4.5,94,Asian Fusion,FALSE,807 Ellis St,94109,
Royal Indian Cuisine,1740 Fillmore St,Royal Indian Cuisine on Fillmore,$$,4,275,Indian,FALSE,1740 Fillmore St,94115,
Taqueria Los Mayas,331 Clement St,Taqueria Los Mayas,$$,4,303,Mexican,FALSE,331 Clement St,94118,
Robin,620 Gough St,Robin,$$$$,4,348,Sushi Bars,FALSE,620 Gough St,94102,Hayes Valley
St. Regis Hotel San Francisco Employee Cafeteria,125 3rd St,The St. Regis San Francisco,$$$$,4.5,456,Hotels,FALSE,125 3rd St,94103,
St. Regis Hotel San Francisco Main Kitchen,125 3rd St,The St. Regis San Francisco,$$$$,4.5,456,Hotels,FALSE,125 3rd St,94103,
Ardiana,1781 Church St,Ardiana,$$,4.5,119,Pizza,FALSE,1781 Church St,94131,
Lovejoy's,1351 Church St,Lovejoy's Tea Room,$$,4.5,1193,British,FALSE,1351 Church St,94131,
Derm Restaurant,3226 Geary Blvd,Derm Restaurant,$$,4.5,220,Thai,FALSE,3226 Geary Blvd,94118,
Zzan,643 Post St,Zzan,$$,3.5,226,Korean,FALSE,643 Post St,94109,
Serpentine,2495 3rd St,Serpentine,$$,4,1517,American (New),FALSE,2495 3rd St,94107,Potrero Hill
Hot Sauce And Panko,1468 Hyde St,Hot Sauce and Panko,$$,4.5,1097,Chicken Wings,FALSE,1468 Hyde St,94109,
New York Pizza Kitchen,127 Eddy St,New York Pizza Kitchen,$,3,105,Pizza,FALSE,127 Eddy St,94102,
The Meatball Bar,126 Sutter St,The Meatball Bar,$$,3.5,136,American (New),TRUE,126 Sutter St,94104,
Nourish Cafe,1030 Hyde St,Nourish Cafe,$$,4,274,Sandwiches,FALSE,1030 Hyde St,94109,
Poke Life,1700 Owens St,Poke Life,$$,3.5,50,Poke,FALSE,1700 Owens St,94158,Mission Bay
Alta,1275 Minnesota St,Alta,$$,4,56,American (New),TRUE,1275 Minnesota St,94107,Potrero Hill
Blue Pea,525 Valencia St,Blue Pea,$$,4,101,Asian Fusion,TRUE,525 Valencia St,94110,Mission
Pete's Deli & Cafe,1661 Divisadero St,Pete's Deli & Cafe,$,4,167,Delis,FALSE,1661 Divisadero St,94115,Japantown
Rocks Den,4431 Mission St,Rocks Den,$$,4.5,83,Lounges,FALSE,4431 Mission St,94112,
Indian Palace,2154 Mission St,Curry Inc. - Indian Palace,$$,4,60,Indian,TRUE,2154 Mission St,94110,
A Mano,450 Hayes St,a Mano,$$,4,859,Italian,FALSE,450 Hayes St,94102,
Troy Greek Cuisin,2226 Polk St,Troy Greek Cuisine,$$,4,96,Greek,TRUE,2226 Polk St,94109,
Tequila Mockingbird,86 2nd St,Tequila Mockingbird,$$,3.5,60,Cocktail Bars,FALSE,86 2nd St,94105,
The Snug,2301 Fillmore St,The Snug,$$,4,183,Cocktail Bars,FALSE,2301 Fillmore St,94115,
Panchitas Pupusas Truck,3091 16th St,Panchita's Restaurant,$$,4,695,Salvadoran,FALSE,3091 16th St,94103,Mission
Sunset29 Bbq,103 Horne Ave,Sunset 29 BBQ,No record in Yelp,5,29,Barbeque,FALSE,103 Horne Ave,94124,
Sam Wo Restaurant And Bakery,713 Clay St,Sam Wo Restaurant,$,3.5,1045,Chinese,FALSE,713 Clay St,94108,Chinatown
Lime Tree,836 Clement St,Lime Tree Southeast Asian Kitchen,$$,4,320,Malaysian,FALSE,836 Clement St,94118,
Top Round Roast Beef,2962 24th St,Top Round Roast Beef,$$,4,151,Fast Food,FALSE,2962 24th St,94110,
Mandarin House Sf,3452 Mission St,Mandarin House SF,$$,3.5,170,Chinese,FALSE,3452 Mission St,94110,
Chez Nous Cafe,1145 Market St,La Cuisine Café,$,4.5,40,Breakfast & Brunch,FALSE,1145 Market St,94103,South of Market
Tin Vietnamese Cuisine,937 Howard St,Tín Vietnamese Cuisine,$$,4,1253,Vietnamese,FALSE,937 Howard St,94103,
Open Kitchen,3913 24th St,Savor Open Kitchen,$$,3.5,871,Creperies,FALSE,3913 24th St,94114,
Pot & Noodle,650 Jackson St,Pot & Noodle,$$,3,122,Szechuan,FALSE,650 Jackson St,94133,
Doc's Clock,2417 Mission St,Doc's Clock,$,3.5,410,Dive Bars,FALSE,2417 Mission St,94110,Mission
Mantel Bar,545 Post St,Hotel Zeppelin - San Francisco,$$,3.5,220,Hotels,FALSE,545 Post St,94102,
Native Catering Sf,1501 Cortland Ave,Native Catering SF,No record in Yelp,5,47,Caterers,FALSE,1501 Cortland Ave,94110,
Ella's Cafe,500 Presidio Ave,Ella's American Kitchen,$$,3.5,1052,Breakfast & Brunch,FALSE,500 Presidio Ave,94115,
Super Cue Cafe,1139 Taraval St,Super Cue Cafe,$,3.5,628,Coffee & Tea,FALSE,1139 Taraval St,94116,
Opa Cafe,2401 Post St,opa cafe,$,4.5,270,Mediterranean,FALSE,2401 Post St,94115,
Nara Sushi,1515 Polk St,Nara,$$,4.5,221,Japanese,FALSE,1515 Polk St,94109,
Donuts & Things,1549 Polk St,Donuts & Things,$,4.5,100,Donuts,FALSE,1549 Polk St,94109,
Mission Boricua,2948 Folsom St,Mission Boricua,No record in Yelp,4.5,3,Puerto Rican,FALSE,2948 Folsom St,94110,
Gourmand,4605 Geary Blvd,Gourmand European Deli,$,3.5,3,Grocery,FALSE,4605 Geary Blvd,94118,
Pho Huynh Sang,239 Clement St,Pho Huynh Sang,$$,3.5,75,Vietnamese,FALSE,239 Clement St,94118,
The New Spot On Polk,2401 Polk St,The New Spot On Polk,$$,4.5,626,Breakfast & Brunch,FALSE,2401 Polk St,94109,
Hello Sandwich & Noodle,426 Larkin St,Hello Sandwich & Noodle,$,4,47,Vietnamese,FALSE,426 Larkin St,94102,
Trademark & Copyright,1123 Folsom St,Trademark,$$,4,242,Gastropubs,FALSE,1123 Folsom St,94103,
Copyright,1123 Folsom St,Trademark,$$,4,242,Gastropubs,FALSE,1123 Folsom St,94103,
Cease & Desist,2331 Mission St,Barrel Proof,$$,4,76,Pizza,FALSE,2331 Mission St,94110,Mission
Iku,120 Montgomery St,iKU Sushi,$,4,89,Sushi Bars,FALSE,120 Montgomery St,94104,
Iku Sushi,120 Montgomery St,iKU Sushi,$,4,89,Sushi Bars,FALSE,120 Montgomery St,94104,
Emporium San Francisco,616 Divisadero St,Emporium SF,$$,4,457,Bars,FALSE,616 Divisadero St,94117,Hayes Valley
Raw Sugar Factory,525 Valencia St,RAW Sugar Factory,$$,4,509,Breakfast & Brunch,FALSE,525 Valencia St,94110,Mission
Cafe Roza,4023 18th St,Café Roza,$$,5,2,Coffee & Tea,TRUE,4023 18th St,94114,
Bussaba,534 Irving St,Bussaba,$$,4,76,Thai,FALSE,534 Irving St,94122,
Irving Subs,1298 12th Ave,Irving Subs,$,4.5,289,Sandwiches,FALSE,1298 12th Ave,94122,
Little Swan Bakery,1249 Stockton St,Little Swan Bakery Cafe,$,4,173,Cafes,FALSE,1249 Stockton St,94133,
Simmer Hot Pot,1055 Taraval St,Simmer,$$,4,225,Hot Pot,FALSE,1055 Taraval St,94116,
Poke Origin,716 Irving St,Poke Origin,$$,3.5,187,Poke,FALSE,716 Irving St,94122,
Nobuyuki,2221 Clement St,Nobuyuki,$$$$,4.5,27,Sushi Bars,TRUE,2221 Clement St,94121,
Cha Cha Cha,1801 Haight St,Cha Cha Cha,$$,4,3212,Caribbean,FALSE,1801 Haight St,94117,
Max's Opera Cafe,601 Van Ness Ave,Max's Opera Cafe,$$,3,813,American (New),FALSE,601 Van Ness Ave,94102,Western Addition
Wok This Way,560 Balboa St,Wok This Way,$$,4,125,Chinese,FALSE,560 Balboa St,94118,
Native Co.,168 Sutter St,Native Co.,$$,4,227,Juice Bars & Smoothies,FALSE,168 Sutter St,94104,Financial District/South Beach
Newkirk's,1002 Potrero Ave,Newkirk's,$$,4.5,63,Sandwiches,FALSE,1002 Potrero Ave,94110,
Tea Hut,2815 California St,Tea Hut,$,4,279,Bubble Tea,FALSE,2815 California St,94122,
Mac'd,3347 Fillmore St,MAC'D,$$,4,614,Comfort Food,TRUE,3347 Fillmore St,94123,Marina
Little Nepal,925 Cortland Ave,Little Nepal,$$,4,445,Himalayan/Nepalese,FALSE,925 Cortland Ave,94110,Bernal Heights
Woodbury,685 3rd St,Woodbury,$$,4,210,Gastropubs,FALSE,685 3rd St,94107,Financial District/South Beach
Craftsman And Wolves Ferry Plaza,1 Ferry Bldg,Ferry Building Marketplace,$$,4.5,1779,Public Markets,FALSE,1 Ferry Bldg,94111,
Craftsman And Wolves Valencia,746 Valencia St,Craftsman and Wolves,$$,4,1512,Bakeries,FALSE,746 Valencia St,94110,
Barnzu,711 Geary St,Barnzu,$$,4.5,216,Korean,FALSE,711 Geary St,94109,
Jin Pot,5158 Geary Blvd,Jin Pot Shabu House,$$,4,136,Japanese,FALSE,5158 Geary Blvd,94118,
Parigo,3232 Scott St,Parigo,No record in Yelp,4.5,58,Wine Bars,FALSE,3232 Scott St,94123,
Mixt Greens/mixt,3130 Fillmore St,MIXT,$$,3.5,99,Vegetarian,FALSE,3130 Fillmore St,94123,
Excelsior Coffee,4495 Mission St,Excelsior Coffee,$,5,42,Coffee & Tea,FALSE,4495 Mission St,94112,Excelsior
Maxfield's House Of Caffeine,398 Dolores St,Maxfield's House of Caffeine,$,3,275,Coffee & Tea,FALSE,398 Dolores St,94110,
Zaytoon,607 Divisadero St,Zaytoon Mediterranean,$$,4,89,Mediterranean,FALSE,607 Divisadero St,94117,Hayes Valley
Emmys Spaghetti Shack,3230 Mission St,Emmy's Spaghetti Shack,$$,4,534,Italian,FALSE,3230 Mission St,94110,
Mi-Tea,645 Irving St,Mi-Tea,$,3,107,Bubble Tea,TRUE,645 Irving St,94122,
Ristorante Franchino,347 Columbus Ave,Franchino,$$,4,1110,Italian,FALSE,347 Columbus Ave,94133,
Thai Cafe,3407 Geary Blvd,Thai Cafe,$$,4,232,Thai,FALSE,3407 Geary Blvd,94118,
White Cap,3608 Taraval St,White Cap,$$,4,77,Cocktail Bars,FALSE,3608 Taraval St,94116,Sunset/Parkside
Cup Cafe,6 Monterey Blvd,Cup Cafe,$,5,230,Coffee & Tea,FALSE,6 Monterey Blvd,94131,
Bandit,683 Geary St,Bandit,$$,4.5,375,Burgers,FALSE,683 Geary St,94102,
El Picacho,1601 Mission St,El Picacho,$,4.5,20,Mexican,FALSE,1601 Mission St,94103,Mission
True Laurel,753 Alabama St,True Laurel,$$,4,184,Cocktail Bars,FALSE,753 Alabama St,94110,
Jin Mi Korean Cuisine,366 Golden Gate Ave,Jin Mi Korean Cuisine,$$,4,454,Korean,FALSE,366 Golden Gate Ave,94102,
Earth's Coffee,3400 Geary Blvd,Earth's Coffee,$,4,98,Coffee & Tea,FALSE,3400 Geary Blvd,94118,
Salt & Straw,586 Hayes St,Salt & Straw,$$,4.5,519,Ice Cream & Frozen Yogurt,FALSE,586 Hayes St,94102,Hayes Valley
Gibson Restaurant,111 Mason St,Gibson,$$$,4,164,American (New),FALSE,111 Mason St,94102,Tenderloin
Sini Sf,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108,
Outer Orbit,3215 Mission St,Outer Orbit,$$,4.5,76,Arcades,FALSE,3215 Mission St,94110,
Cafe Josephine,199 Museum Way,Cafe Josephine,No record in Yelp,5,12,Coffee & Tea,FALSE,199 Museum Way,94114,Castro/Upper Market
Wafl,135 4th St,Wafl,$,3.5,73,Desserts,TRUE,135 4th St,94103,Financial District/South Beach
Tawara,2193 Mission St,Tawara Sake Dining,$$$,4.5,33,Izakaya,TRUE,2193 Mission St,94110,
Fleur De Sel,308 Kearny St,Fleur De Sel,$$,4,272,Delis,FALSE,308 Kearny St,94108,
Szechuan Cuisine,1920 Irving St,Szechuan Cuisine,$$,4,335,Szechuan,FALSE,1920 Irving St,94122,Sunset/Parkside
Bizza,1463 Haight St,Bizza,$$,4,181,Pizza,FALSE,1463 Haight St,94117,
Kaiju Cooks,1650 Balboa St,Kaiju Cooks,$$,4.5,93,Tapas/Small Plates,FALSE,1650 Balboa St,94121,Outer Richmond
Doma Sushi Bar,433 Precita Ave,Doma,$$$$,4.5,101,Japanese,FALSE,433 Precita Ave,94110,Bernal Heights
Hai Ky Noodles,707 Ellis St,Hai Ky Noodles,$$,4.5,938,Chinese,FALSE,707 Ellis St,94109,Tenderloin
Barrel Proof,2331 Mission St,Barrel Proof,$$,4,76,Pizza,FALSE,2331 Mission St,94110,Mission
Wok Shop Cafe,1307 Sutter St,Wok Shop Cafe,$,4,594,Chinese,FALSE,1307 Sutter St,94109,
Sini,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108,
Ippudo,18 Yerba Buena Ln,Ippudo San Francisco,$$,3.5,928,Ramen,FALSE,18 Yerba Buena Ln,94103,Financial District/South Beach
Dosa Allee,1020 Market St,Dosa Allee,$$,3.5,119,Indian,FALSE,1020 Market St,94102,
Dispensa,39 Taylor St,Dispensa Italian Charcoal Kitchen,$$$,4.5,86,Italian,FALSE,39 Taylor St,94102,
Frujuice,865 Market St,frujuice,$,3,9,Fruits & Veggies,FALSE,865 Market St,94103,
Mission Street Sports Bar,2565 Mission St,Mission Street Sports Bar,$,3.5,30,Sports Bars,TRUE,2565 Mission St,94110,
Mission Sports Bar,2565 Mission St,Mission Street Sports Bar,$,3.5,30,Sports Bars,TRUE,2565 Mission St,94110,
Sakesan,1400 Ocean Ave,Sakesan Sushi & Robata,$$,4,285,Japanese,FALSE,1400 Ocean Ave,94112,
Che Fico,838 Divisadero St,Che Fico,$$$,3.5,472,Italian,FALSE,838 Divisadero St,94117,
Theorita,834 Divisadero St,Theorita,No record in Yelp,4,94,Bakeries,TRUE,834 Divisadero St,94117,
Himalayan Pizza & Momo,288 Golden Gate Ave,Himalayan Pizza and Momo,$$,4,138,Pizza,FALSE,288 Golden Gate Ave,94102,
Wooden Spoon,2172 Market St,Wooden Spoon,$$,4.5,339,Breakfast & Brunch,FALSE,2172 Market St,94114,Castro/Upper Market
Mi Comedor,2948 Folsom St,Mi Comedor,No record in Yelp,4.5,5,Tacos,FALSE,2948 Folsom St,94110,
Navin Thai Restaurant,1059 Powell St,Navin Thai Restaurant,$,4,187,Thai,FALSE,1059 Powell St,94108,
The Place,2547 Noriega St,The Place Hot Pot & Grill,$$,4,39,Hot Pot,TRUE,2547 Noriega St,94122,Sunset/Parkside
Boug Creole Deli,4100 3rd St,BOUG Creole Deli,No record in Yelp,5,3,Cajun/Creole,FALSE,4100 3rd St,94124,
Stonemill Matcha,561 Valencia St,Stonemill Matcha,$$,4,794,Cafes,FALSE,561 Valencia St,94110,
Foxsister,3161 24th St,Foxsister,$$,3.5,236,Asian Fusion,TRUE,3161 24th St,94110,
The Melt,925 Market St,The Melt,$$,3.5,206,Burgers,FALSE,925 Market St,94103,South of Market
Howells,2373 Chestnut St,Howells,No record in Yelp,4.5,40,Wine Bars,FALSE,2373 Chestnut St,94123,
Brickhouse,426 Brannan St,Brickhouse Cafe,$$,3.5,1162,American (Traditional),FALSE,426 Brannan St,94107,
Anh Hong Express,808 Geary St,Anh Hong Bo 7 Mon,$$,4,564,Vietnamese,FALSE,808 Geary St,94109,Tenderloin
Palio Cafe,500 Parnassus Ave,Palio Caffe - UCSF,$,3,60,Delis,FALSE,500 Parnassus Ave,94123,
Icicles,829 Mission St,ICICLES,$$,4.5,222,Desserts,FALSE,829 Mission St,94103,South of Market
Cafe Reveille,201 Steiner St,Cafe Réveille,$$,4,104,Breakfast & Brunch,FALSE,201 Steiner St,94117,
Odumak,733 Taraval St,Odumak,$$,4,104,Chicken Wings,FALSE,733 Taraval St,94116,
Stonestown Farmers Market,3251 20th Ave,Stonestown Farmers' Market,$,4.5,169,Farmers Market,FALSE,3251 20th Ave,94132,
Clement Street Farmers Market,200 Clement St,Clement Street Farmers Market,$$,4.5,66,Farmers Market,FALSE,200 Clement St,94118,
Tilak Indian Cuisine,3501 Mission St,Tilak,$$,4.5,239,Indian,FALSE,3501 Mission St,94110,
Steap Tea Bar,827 Sacramento St,Steap Tea Bar,$,4.5,401,Coffee & Tea,FALSE,827 Sacramento St,94108,
Anton's Pizza,1196 Folsom St,Anton's Pizza and Deli,$,3.5,24,Pizza,FALSE,1196 Folsom St,94103,
My Cup Of Tea,2666 Ocean Ave,My Cup of Tea,$,4,144,Bubble Tea,FALSE,2666 Ocean Ave,94132,
Ts,4754 Mission St,TS Cafe,$,4.5,49,Desserts,FALSE,4754 Mission St,94112,Outer Mission
Toasty,2760 Octavia St,Toasty,$$,4,159,Breakfast & Brunch,FALSE,2760 Octavia St,94123,
The Sini,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108,
Sini San Francisco,322 Kearny St,SINI,$$,4,154,Turkish,FALSE,322 Kearny St,94108,
Junior,2545 24th St,Junior,$$,4.5,54,Cocktail Bars,FALSE,2545 24th St,94110,Mission
Just Eat It,223 Guerrero St,Just Eat It!,No record in Yelp,5,4,Caterers,FALSE,223 Guerrero St,94103,
Ushio Ramen,3128 16th St,Ushio Ramen,$$,4,230,Ramen,FALSE,3128 16th St,94103,
Kantine,1906 Market St,Kantine,$$,4,161,Scandinavian,FALSE,1906 Market St,94102,
Milkbean,881 Post St,Milkbean,$,4.5,253,Cafes,FALSE,881 Post St,94109,
Haight & Cole Liquor,1699 Haight St,Haight & Cole Liquors,$,4.5,13,"Beer, Wine & Spirits",FALSE,1699 Haight St,94117,
Jijime,5524 Geary Blvd,JIJIME,$$,4.5,286,Korean,FALSE,5524 Geary Blvd,94121,
Thanh Thanh Cafe,2205 Clement St,Thanh Thanh Cafe,$,3.5,166,Vietnamese,FALSE,2205 Clement St,94121,
I'a Poke,1515 Fillmore St,I'a Poke,$$,4,84,Poke,FALSE,1515 Fillmore St,94115,
Smoky Man,1310 Noriega St,Smoky Man,$$,3.5,42,Barbeque,TRUE,1310 Noriega St,94122,
Wasabi Bistro,524 Castro St,Wasabi Bistro,$$,4,453,Sushi Bars,FALSE,524 Castro St,94114,Castro/Upper Market
Metro Hong Kong Dessert,928 Stockton St,Metro Hong Kong Dessert,No record in Yelp,3,42,Desserts,FALSE,928 Stockton St,94108,
Ts Cafe,4754 Mission St,TS Cafe,$,4.5,49,Desserts,FALSE,4754 Mission St,94112,Outer Mission
Double Shot Coffee,4587 Mission St,Double Shot Coffee,$,4,62,Coffee & Tea,FALSE,4587 Mission St,94112,Excelsior
Cibi Cotti,2670 Harrison St,Cibi Cotti,No record in Yelp,5,1,Italian,TRUE,2670 Harrison St,94110,Mission
Native Burger,3420 Geary Blvd,Native Burger,$$,4.5,239,Burgers,FALSE,3420 Geary Blvd,94118,
Flor De Cafe,1020 Valencia St,Flor De Cafe,$$,4.5,91,Cafes,FALSE,1020 Valencia St,94110,Mission
Greaser Coffee,1730 Yosemite Ave,Greaser Coffee,No record in Yelp,4.5,6,Coffee & Tea,TRUE,1730 Yosemite Ave,94124,Bayview Hunters Point
The Soap Box,1800 Hyde St,The Soapbox Cafe,$,4.5,163,Vietnamese,FALSE,1800 Hyde St,94109,
Butter Love Bakeshop,3717 Balboa St,Butter Love Bakeshop,$$,4.5,154,Desserts,FALSE,3717 Balboa St,94121,
Breaking Bread,4 Embarcadero Ctr,Breaking Bread,$,3.5,491,Sandwiches,FALSE,4 Embarcadero Ctr,94111,
El Aji Peruvian Restaurant,3015 Mission St,El Ají,$$,4,58,Peruvian,FALSE,3015 Mission St,94110,
Dong Bei Mama,4737 Geary Blvd,Dong Bei Mama,$$,4,387,Szechuan,FALSE,4737 Geary Blvd,94118,Inner Richmond
Equator Coffees,986 Market St,Equator Coffees,$$,4,155,Coffee & Tea,FALSE,986 Market St,94102,
Taqueria Gonzalez,2531 San Bruno Ave,Taqueria Gonzalez,$$,4,39,Mexican,FALSE,2531 San Bruno Ave,94134,
Equator Coffees,222 2nd St,Equator Coffees,$$,4.5,98,Coffee & Tea,FALSE,222 2nd St,94105,Financial District/South Beach
Equator Coffees,2 Marina Blvd,Equator Coffees,$$,4.5,74,Coffee & Tea,FALSE,2 Marina Blvd,94123,Marina
Pearl,6101 California St,Pearl 6101,$$,4.5,219,Cafes,FALSE,6101 California St,94121,
Mayah's Restaurant Cafe,550 15th St,Mayah's Restaurant Cafe,$,4.5,26,Cafes,FALSE,550 15th St,94103,
El Capitan Taqueria & Grill,1198 Folsom St,El Capitan Taqueria,$,3,141,Mexican,FALSE,1198 Folsom St,94103,
Goemon,1524 Irving St,Goemon's,$$,4.5,183,Japanese,FALSE,1524 Irving St,94122,
Ocean Thai,2545 Ocean Ave,Ocean Thai,$$,4,120,Thai,FALSE,2545 Ocean Ave,94116,
Papito,317 Connecticut St,Papito Potrero Hill,$$,4,683,Mexican,FALSE,317 Connecticut St,94107,Potrero Hill
Home Plate,2150 Lombard St,Home Plate,$$,4,1123,Breakfast & Brunch,FALSE,2150 Lombard St,94123,Marina
Cilantro Sf Taqueria,2257 Mason St,Cilantro SF Taqueria,$,4,148,Mexican,FALSE,2257 Mason St,94133,North Beach
Nook,1500 Hyde St,Nook,$$,4,702,Coffee & Tea,FALSE,1500 Hyde St,94109,
Seokyo,1740 Church St,Seokyo,$$,4,78,Korean,TRUE,1740 Church St,94131,
Hina Yakitori,808 Divisadero St,Hina Yakitori,$$$$,4,27,Japanese,FALSE,808 Divisadero St,94117,Western Addition
Native Twins Coffee,262 Divisadero St,Native Twins Coffee,$$,5,74,Coffee & Tea,FALSE,262 Divisadero St,94117,
U Dessert Story,3489 16th St,U :Dessert Story,$$,4.5,1276,Desserts,FALSE,3489 16th St,94114,Castro/Upper Market
Pollo Campero,2740 Mission St,Pollo Campero,$$,3,253,Latin American,FALSE,2740 Mission St,94100,
Papi Rico,544 Castro St,Papi Rico,$$,3.5,105,Mexican,TRUE,544 Castro St,94114,
Hodala Restaurant,5801 Geary Blvd,HoDaLa,$$,4,467,Taiwanese,FALSE,5801 Geary Blvd,94121,
The Board,1077 Mission St,The Board,$$,4,46,American (New),TRUE,1077 Mission St,94103,
International Smoke,301 Mission St,International Smoke San Francisco,$$$,3.5,1183,American (New),FALSE,301 Mission St,94105,Financial District/South Beach
Wago Sushi,2365 Chestnut St,Wago sushi,$$,4,77,Sushi Bars,FALSE,2365 Chestnut St,94123,
Royal Ground Coffee,2216 Polk St,Royal Ground Coffee,$,4,218,Coffee & Tea,FALSE,2216 Polk St,94109,
Lokma,1801 Clement St,Lokma,$$,4.5,256,Mediterranean,FALSE,1801 Clement St,94121,
Heritage,708 Clement St,Heritage Restaurant & Bar,$$,4,192,American (New),FALSE,708 Clement St,94118,
